id,vendor_id,created_by,update_by,description,created_at,updated_at,category
248749,89692,3814838,3814838,تغییر آدرس طبق نامه انجام شد,2023-12-09 18:34:46,2023-12-09 18:34:46,
248748,284670,3814838,3814838,تغییر شماره حساب طبق نامه انحام شد,2023-12-09 18:25:54,2023-12-09 18:25:54,
248747,49120,3814838,3814838,تغییر نام طبق نامه انجام شد,2023-12-09 18:10:00,2023-12-09 18:10:00,
248746,295554,3814838,3814838,تغییر آدرس طبق نامه انحام شد,2023-12-09 18:06:54,2023-12-09 18:06:54,
248745,299054,5383847,5383847,مدیریت اعلام کردند مشکل حساب برطرف شده و واریزی باز شود,2023-12-09 15:54:45,2023-12-09 15:54:45,
248744,312467,3814838,3814838,تغییر نام طبق نامه انحام شد,2023-12-09 15:31:17,2023-12-09 15:31:17,
248743,309232,3814838,3814838,تغییر نام طبق نامه انجام شد,2023-12-09 15:28:40,2023-12-09 15:28:40,
248742,323679,5383847,5383847,مدیریت اعلام کردند واریزی علی الحساب میخواهند داشته باشند,2023-12-09 14:58:44,2023-12-09 14:58:44,
248741,348667,3814838,3814838,تغییر شماره حساب طبق نامه انجام شد,2023-12-09 14:58:15,2023-12-09 14:58:15,
248740,104608,3814838,3814838,تغییر نام طبق نامه انجام شد,2023-12-09 14:53:34,2023-12-09 14:53:34,
248739,287507,3814838,3814838,تغییر شماره حساب طبق نامه انجام شد,2023-12-09 14:49:26,2023-12-09 14:49:26,
248738,306371,3814838,3814838,تغییر نام طبق نامه انجام شد,2023-12-09 14:03:27,2023-12-09 14:03:27,
248737,81259,3814838,3814838,تغییر شماره حساب طبق نامه انجام شد,2023-12-09 12:18:16,2023-12-09 12:18:16,
248736,288584,3814838,3814838,تغییر آدرس طبق نامه انحام شد,2023-12-09 12:14:52,2023-12-09 12:14:52,
248735,265773,14409875,14409875,با توجه به چرن بودن وندور و هماهنگی تیم کانتنت تا اول برج 10 کمیسیون 0 دارد,2023-12-09 12:01:11,2023-12-09 12:01:11,
248734,324721,3814838,3814838,تغییر شماره حساب  طبق نامه انجام شد,2023-12-09 11:55:34,2023-12-09 11:55:34,
248733,324721,3814838,3814838,تغییر شماره حساب مورد تایید است,2023-12-09 11:47:06,2023-12-09 11:47:06,
248732,327501,5034759,5034759,مدیریت درخواست واریز مبلغ به صورت ماهیانه دارند,2023-12-09 11:01:29,2023-12-09 11:01:29,
248731,296925,3814838,3814838,تغییر آدرس طبق نامه انحام شد,2023-12-09 10:45:12,2023-12-09 10:45:12,
248730,265052,4261729,4261729,به درخواست وندور علی الحساب بسته شود,2023-12-08 16:35:35,2023-12-08 16:35:35,
248729,233422,5034759,5034759,مدیریت خواستند جلو واریز بسته شود تا زمانیکه مجدد خودشون اطلاع بدهند,2023-12-08 15:58:10,2023-12-08 15:58:10,
248728,347826,9262827,9262827,علی الحساب به درخواست مدیریت بسته شد,2023-12-08 12:55:55,2023-12-08 12:55:55,
248727,344151,9262827,9262827,علی الحساب به درخواست مدیریت بسته شد,2023-12-08 12:36:55,2023-12-08 12:36:55,
248726,275621,6328940,6328940,تغییر ادرس طبق نامه انجام شد,2023-12-07 17:56:53,2023-12-07 17:56:53,
248725,292887,6328940,6328940,تغییر ادرس طبق نامه انجام شد,2023-12-07 16:30:26,2023-12-07 16:30:26,
248724,340623,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-07 16:12:17,2023-12-07 16:12:17,
248723,76192,6328940,6328940,تغییر آدرس طبق نامه انجام شد,2023-12-07 13:50:39,2023-12-07 13:50:39,
248722,268699,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-07 12:25:32,2023-12-07 12:25:32,
248721,305702,6328940,6328940,تغییر نام طبق نامه انجام شد,2023-12-07 11:54:52,2023-12-07 11:54:52,
248720,348862,6328940,6328940,تغییر نام طبق نامه انجام شد,2023-12-07 11:31:19,2023-12-07 11:31:19,
248719,334119,6328940,6328940,تغییر ادرس طبق نامه انجام شد,2023-12-07 11:14:02,2023-12-07 11:14:02,
248718,107607,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-07 11:04:55,2023-12-07 11:04:55,
248717,324112,6328940,6328940,تغییر نام طبق نامه انجام شد,2023-12-07 10:49:00,2023-12-07 10:49:00,
248716,300241,6328940,6328940,تغییر آدرس طبق نامه انجام شد,2023-12-07 10:44:34,2023-12-07 10:44:34,
248715,345856,9262827,9262827,تغییر ادرس طبق نامه انجام شد,2023-12-06 20:35:24,2023-12-06 20:35:24,
248714,331766,4523127,4523127,واریزی علی الحساب باز شد,2023-12-06 19:13:23,2023-12-06 19:13:23,
248713,228855,14409875,14409875,درخواست ثبت مالیات داشتن مدارک لازم اخذ شد به صورت کتبی هم درخواست رو ارسال کردن با برسی از سایت مالیات این مجموعه از تاریخ 1402/09/13 لحاظ شد,2023-12-06 18:39:46,2023-12-06 18:39:46,
248712,233422,5034759,5034759,قرار شد جلو واریز بسته شود تا به ما اطلاع دهند,2023-12-06 15:48:58,2023-12-06 15:48:58,
248711,270819,4383723,4383723,"به علت بی ادبی وندور و اعلام اینکه خط منتقل شده ، عدم واریزی و غیر فعال شد 
تا زمان مشخص شدن طرف حساب واریزی بهشون نداشته باشیم

مشکل برطرف شد",2023-12-06 15:00:51,2023-12-06 15:18:01,OTHER
248710,76512,3814838,3814838,تغییر آدرس طبق نامه انجام شد,2023-12-06 13:42:15,2023-12-06 13:42:15,
248709,238277,3814838,3814838,تغییر شماره حساب طبق نامه انجام شد,2023-12-06 13:13:06,2023-12-06 13:13:06,
248708,284613,5034759,5034759,مدیریت درخواست  واریزی به صورت علی الحساب داشتند,2023-12-06 12:22:36,2023-12-06 12:22:36,
248707,348526,741832,741832,عدم واریزی کلی تره بار ها,2023-12-06 12:07:13,2023-12-06 12:07:13,
248706,331799,741832,741832,طبق ایشو واریزی بسته شد,2023-12-06 11:21:29,2023-12-06 11:21:29,
248705,342908,741832,741832,طبق ایشو واریزی بسته شد,2023-12-06 11:12:01,2023-12-06 11:12:01,
248704,336117,3814838,3814838,تغییر نام طبق نامه انجام شد,2023-12-06 11:04:12,2023-12-06 11:04:12,
248703,284480,3814838,3814838,تغییر شماره حساب طبق نامه انجام شد,2023-12-06 11:00:33,2023-12-06 11:00:33,
248702,95402,3814838,3814838,تغییر شماره حساب طبق نامه انحام شد,2023-12-06 10:26:23,2023-12-06 10:26:23,
248701,264849,3814838,3814838,تغییر آدرس طبق نامه انجام شود,2023-12-06 10:20:16,2023-12-06 10:20:16,
248700,284478,3814838,3814838,تغییر آدرس طبق نامه مورد تایید است,2023-12-06 10:18:13,2023-12-06 10:18:13,
248699,68972,9262827,9262827,تغییر نام به چیپسو برگر طبق نامه انجام شد,2023-12-05 22:05:43,2023-12-05 22:05:43,
248698,336194,3364518,3364518,چیت ووچر / کاوه,2023-12-05 19:11:58,2023-12-05 19:11:58,
248697,240620,3364518,3364518,چیت ووچر / کاوه,2023-12-05 19:11:16,2023-12-05 19:11:16,
248696,27729,3364518,3364518,چیت ووچر / کاوه,2023-12-05 19:11:13,2023-12-05 19:11:13,
248695,275047,3364518,3364518,چیت ووچر / کاوه,2023-12-05 19:11:09,2023-12-05 19:11:09,
248694,304342,3364518,3364518,چیت ووچر / کاوه,2023-12-05 19:10:47,2023-12-05 19:10:47,
248693,324361,3364518,3364518,چیت ووچر / کاوه,2023-12-05 19:10:44,2023-12-05 19:10:44,
248692,312501,3364518,3364518,چیت ووچر / کاوه,2023-12-05 19:10:41,2023-12-05 19:10:41,
248691,44268,3364518,3364518,چیت ووچر / کاوه,2023-12-05 19:09:39,2023-12-05 19:09:39,
248690,293563,3364518,3364518,چیت ووچر / کاوه,2023-12-05 19:09:36,2023-12-05 19:09:36,
248689,268342,3364518,3364518,چیت ووچر / کاوه,2023-12-05 19:09:31,2023-12-05 19:09:31,
248688,94771,3364518,3364518,چیت ووچر / کاوه,2023-12-05 19:08:33,2023-12-05 19:08:33,
248687,303814,3364518,3364518,چیت ووچر / کاوه,2023-12-05 19:08:30,2023-12-05 19:08:30,
248686,264265,3364518,3364518,چیت ووچر / کاوه,2023-12-05 19:08:26,2023-12-05 19:08:26,
248685,266376,3364518,3364518,چیت ووچر / کاوه,2023-12-05 19:07:39,2023-12-05 19:07:39,
248684,275854,3364518,3364518,چیت ووچر / کاوه,2023-12-05 19:07:32,2023-12-05 19:07:32,
248683,297487,3814838,3814838,تغییر شماره حساب طبق نامه مورد تایید است,2023-12-05 18:33:04,2023-12-05 18:33:04,
248682,96058,3814838,3814838,تغییر آدرس طبق نامه انجام شد,2023-12-05 18:11:00,2023-12-05 18:11:00,
248681,89306,3814838,3814838,تغییر شماره حساب طبق نامه انجام شد,2023-12-05 18:02:40,2023-12-05 18:02:40,
248680,59129,3814838,3814838,تغییر آدرس طبق نامه انجام شد,2023-12-05 17:51:06,2023-12-05 17:51:06,
248679,11000,3814838,3814838,تغییر شماره حساب طبق نامه انجام شد,2023-12-05 17:45:47,2023-12-05 17:45:47,
248678,242017,3814838,3814838,تغییر شماره حساب طبق نامه انجام شد,2023-12-05 17:33:32,2023-12-05 17:33:32,
248677,313607,741832,741832,طبق ایمیل واریزی بسته شد,2023-12-05 17:14:23,2023-12-05 17:14:23,
248676,261470,3814838,3814838,تغییر نام طبق نامه انجام شد,2023-12-05 17:05:24,2023-12-05 17:05:24,
248675,314687,3814838,3814838,تغییر آدرس طبق نامه انجام شد,2023-12-05 16:58:23,2023-12-05 16:58:23,
248674,45240,3814838,3814838,تغیر شماره حساب طبق نامه انجام شد,2023-12-05 16:03:34,2023-12-05 16:03:34,
248673,344526,3814838,3814838,تغییر شماره حساب طبق نامه انجام شد,2023-12-05 13:35:57,2023-12-05 13:35:57,
248672,46902,3814838,3814838,تغییر شماره حساب طبق نامه انجام شد,2023-12-05 13:03:06,2023-12-05 13:03:06,
248671,261444,5034759,5034759,مدیریت درخواست  واریزی به صورت علی الحساب داشتند,2023-12-05 12:03:41,2023-12-05 12:03:41,
248670,347023,3814838,3814838,تغییر آدرس طبق نامه انجام شد,2023-12-05 11:51:25,2023-12-05 11:51:25,
248669,317414,3814838,3814838,تغییر شماره حساب طبق نامه انجام شد,2023-12-05 11:40:59,2023-12-05 11:40:59,
248668,348831,12296342,12296342,دانشگاه بخاطر آلودگی هوا تعطیله,2023-12-05 11:34:09,2023-12-05 11:34:09,
248667,303390,4261729,4261729,به درخواست مدیریت تا زمان تغییر حساب واریزی بسته شود,2023-12-04 22:21:00,2023-12-04 22:21:00,
248666,336289,4261729,4261729,واریزی علی الحساب بسته شود,2023-12-04 22:04:32,2023-12-04 22:04:32,
248665,71009,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-04 17:52:30,2023-12-04 17:52:30,
248664,30587,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-04 17:50:55,2023-12-04 17:50:55,
248663,30583,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-04 17:47:14,2023-12-04 17:47:14,
248662,343757,6328940,6328940,تغییر نام طبق نامه انجام شد,2023-12-04 17:30:08,2023-12-04 17:30:08,
248661,241999,12296342,12296342,تذکر دوم بابت چیت اس ام اس,2023-12-04 17:16:01,2023-12-04 17:16:01,
248660,96574,4261729,4261729,بنا به درحواست وندور علی الحساب باز شود,2023-12-04 17:15:31,2023-12-04 17:15:31,
248659,316955,6328940,6328940,تغییر آدرس طبق نامه انجام شد,2023-12-04 17:14:03,2023-12-04 17:14:03,
248658,346310,3364518,3364518,چیت ووچر / کاوه,2023-12-04 17:04:41,2023-12-04 17:04:41,
248657,347745,6328940,6328940,تغییر نام طبق امه انجام شد,2023-12-04 17:02:59,2023-12-04 17:02:59,
248656,297888,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 16:55:29,2023-12-04 16:55:29,
248655,246235,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 16:52:49,2023-12-04 16:52:49,
248654,290727,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-04 16:52:09,2023-12-04 16:52:09,
248653,255723,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 16:51:25,2023-12-04 16:51:25,
248652,255728,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 16:50:20,2023-12-04 16:50:20,
248651,248618,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 16:48:57,2023-12-04 16:48:57,
248650,247629,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 16:47:04,2023-12-04 16:47:04,
248649,110266,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 16:45:30,2023-12-04 16:45:30,
248648,350262,741832,741832,عدم واریزی کلی تره بارها,2023-12-04 16:40:20,2023-12-04 16:40:20,
248647,104092,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 16:40:02,2023-12-04 16:40:02,
248646,225513,6328940,6328940,تغییر اسم طبق نامه انجام شد,2023-12-04 16:19:10,2023-12-04 16:19:10,
248645,337950,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-04 16:05:08,2023-12-04 16:05:08,
248644,342007,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-04 15:50:50,2023-12-04 15:50:50,
248643,16085,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 15:38:44,2023-12-04 15:38:44,
248642,22825,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 15:37:25,2023-12-04 15:37:25,
248641,16841,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 15:35:39,2023-12-04 15:35:39,
248640,15690,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 15:33:58,2023-12-04 15:33:58,
248639,16901,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 15:32:18,2023-12-04 15:32:18,
248638,15507,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 15:31:01,2023-12-04 15:31:01,
248637,300435,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-04 15:29:21,2023-12-04 15:29:21,
248636,14739,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 15:29:19,2023-12-04 15:29:19,
248635,16673,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 15:27:31,2023-12-04 15:27:31,
248634,22510,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 15:24:38,2023-12-04 15:24:38,
248633,16839,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 15:22:20,2023-12-04 15:22:20,
248632,16837,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 15:20:27,2023-12-04 15:20:27,
248631,16637,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 15:18:29,2023-12-04 15:18:29,
248630,16847,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 15:15:12,2023-12-04 15:15:12,
248629,16449,14409875,14409875,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 15:11:42,2023-12-04 15:11:42,
248628,16609,1348899,1348899,وندور اصلا روی سایت فعال نشدن معلق شد,2023-12-04 15:00:30,2023-12-04 15:00:30,
248627,274364,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-04 14:23:12,2023-12-04 14:23:12,
248626,314687,6328940,6328940,تغییر نام طبق نامه انجام شد,2023-12-04 13:08:17,2023-12-04 13:08:17,
248625,333656,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-04 12:31:43,2023-12-04 12:31:43,
248624,55047,12296342,12296342,"تغییر مدیریت از خانم نگین نعمتی به آقای بشارتی و خانم قنبر زاده
از آذر 1402",2023-12-04 11:28:47,2023-12-04 11:28:47,
248623,302520,6328940,6328940,تغییر حساب طبق نامه مورد تایید است,2023-12-04 11:23:34,2023-12-04 11:23:34,
248622,249522,6328940,6328940,تغییر نام طبق نامه انجام شد,2023-12-04 11:18:45,2023-12-04 11:18:45,
248621,285190,6328940,6328940,تغییر آدرس و نام طبق نامه انجام شد,2023-12-04 11:04:39,2023-12-04 11:04:39,
248620,62465,5383847,5383847,مدیریت درخواست دارند تا زمان اعلام ایشون واریزی نداشته باشند,2023-12-04 10:45:48,2023-12-04 10:45:48,
248619,229583,4523127,4523127,تغییر ادرس طبق نامه انجام شد.,2023-12-03 22:29:52,2023-12-03 22:29:52,
248618,85092,3814838,3814838,تغییر شماره حساب طبق نامه انجام شد,2023-12-03 18:51:56,2023-12-03 18:51:56,
248617,262631,3814838,3814838,تغییر نام طبق نامه انجام شد,2023-12-03 18:45:54,2023-12-03 18:45:54,
248616,289081,3814838,3814838,تغییر نام طبق نامه انجام شد,2023-12-03 18:29:51,2023-12-03 18:29:51,
248615,285160,6328940,6328940,تغییر حساب مورد تایید داست,2023-12-03 18:24:41,2023-12-03 18:24:41,
248614,275722,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-03 18:15:26,2023-12-03 18:15:26,
248613,288559,6328940,6328940,تغییر آدرس طبق نامه انجام شد,2023-12-03 17:17:22,2023-12-03 17:17:22,
248612,264169,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-03 17:09:55,2023-12-03 17:09:55,
248611,87862,12296342,12296342,"تغییر شماره بانک
https://jira.snappfood.ir/browse/VM-1538941
https://jira.snappfood.ir/browse/VM-1538938",2023-12-03 16:32:00,2023-12-03 16:32:00,
248610,87862,12296342,12296342,تغییر شماره بانک,2023-12-03 16:31:16,2023-12-03 16:31:16,
248609,67818,6328940,6328940,تغییر آدرس طبق نامه انجام شد,2023-12-03 16:26:47,2023-12-03 16:26:47,
248608,47200,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-03 15:20:39,2023-12-03 15:20:39,
248607,350048,5186364,5186364,به دلیل مشکل نرم افزاری مدیریت شعبه خانم رفتاری اعلام کردن که شعبه یک هفته غیر فعال شود,2023-12-03 15:16:50,2023-12-03 15:16:50,OTHER
248606,85070,6328940,6328940,تغییر آدرس طبق نامه انجام شد,2023-12-03 15:14:30,2023-12-03 15:14:30,
248605,312030,3814838,3814838,به درخواست مدیریت جلوی واریزی ها علی الحساب بسته شد,2023-12-03 15:00:36,2023-12-03 15:00:36,
248604,328801,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-03 14:53:39,2023-12-03 14:53:39,
248603,64541,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-03 14:48:22,2023-12-03 14:48:22,
248602,111204,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-03 14:42:12,2023-12-03 14:42:12,
248601,57242,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-03 14:36:31,2023-12-03 14:36:31,
248600,246931,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-03 14:00:15,2023-12-03 14:00:15,
248599,38039,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-03 13:45:36,2023-12-03 13:45:36,
248598,59500,6328940,6328940,تغییر آدرس طبق نامه انجام شد,2023-12-03 12:57:06,2023-12-03 12:57:06,
248597,42421,14409875,14409875,بنر مجموعه برای روز 11 تایم ناهار بالا نرفته بود از ساعت 6 مشکل بنر برطرف شد چک شد به جای 11 مجدد تاریخ 14 تایم ناهار بنر+تخفیف مشارکتی ثبت میشه براشون,2023-12-03 12:51:10,2023-12-03 12:51:10,
248596,293206,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-03 12:29:10,2023-12-03 12:29:10,
248595,70824,6328940,6328940,تغییر آدرس طبق نامه انجام شد,2023-12-03 12:15:26,2023-12-03 12:15:26,
248594,215003,6328940,6328940,تغییر آدرس طبق نامه انجام شد,2023-12-03 11:24:24,2023-12-03 11:24:24,
248593,343188,6328940,6328940,تغییر نام طبق نامه انجام شد,2023-12-03 11:17:04,2023-12-03 11:17:04,
248592,332171,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-03 10:46:04,2023-12-03 10:46:04,
248591,341579,6328940,6328940,اصلاحیه: تغییر حساب طبق نامه انجام شد,2023-12-03 10:41:46,2023-12-03 10:41:46,
248590,341579,6328940,6328940,تغییر آدرس طبق نامه انجام شد,2023-12-03 10:41:13,2023-12-03 10:41:13,
248589,294063,3364518,3364518,چیت ووچر / کاوه,2023-12-03 10:21:29,2023-12-03 10:21:29,
248588,264842,3364518,3364518,چیت ووچر / کاوه,2023-12-03 10:18:58,2023-12-03 10:18:58,
248587,329495,6328940,6328940,تغییر نام طبق نامه انجام شد,2023-12-03 09:38:23,2023-12-03 09:38:23,
248586,327654,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-03 09:34:12,2023-12-03 09:34:12,
248585,320843,4261729,4261729,علی الحساب باز شود,2023-12-02 21:03:15,2023-12-02 21:03:15,
248584,312509,6328940,6328940,شماره حساب طبق نامه انجام شد,2023-12-02 19:31:42,2023-12-02 19:31:42,
248583,271939,741832,741832,روی ایمیل ارسال شد برای واریز و جلوی پرداخت هم باز شد,2023-12-02 19:08:42,2023-12-02 19:08:42,
248582,246836,741832,741832,بعد از تغییر حساب واریزی باز شود,2023-12-02 17:26:16,2023-12-02 17:26:16,
248581,322567,4261729,4261729,به درخواست وندور علی الحساب باز شود,2023-12-02 17:13:41,2023-12-02 17:13:41,
248580,61820,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-02 16:41:59,2023-12-02 16:41:59,
248579,242017,5383847,5383847,مدیریت درخواست داشتند واریزی به عنوان علی الحساب داشته باشند,2023-12-02 12:08:34,2023-12-02 12:08:34,
248578,71311,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-02 11:48:38,2023-12-02 11:48:38,
248577,64696,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-12-02 11:27:40,2023-12-02 11:27:40,
248576,340075,741832,741832,طبق ایشو و به درخواست فرانک جان واریزی علی الحساب بسته شد و تسویه نهایی دارند,2023-12-02 11:19:57,2023-12-02 11:19:57,
248575,63606,741832,741832,با هماهنگی آتنا جان واریزی تا زمان تغییر حساب بسته شد,2023-12-02 11:09:58,2023-12-02 11:09:58,
248574,8606,5186364,5186364,شماره حساب این شعبه با درخواست آقای هاشمی از اول آذر ماه تغییر و شماره شرکت صنایع غذایی پرپروک براشون ثبت شد.,2023-12-02 10:57:37,2023-12-02 10:57:37,OTHER
248573,11470,5186364,5186364,شماره حساب این شعبه با درخواست آقای هاشمی از اول آذر ماه تغییر و شماره شرکت صنایع غذایی پرپروک براشون ثبت شد.,2023-12-02 10:57:30,2023-12-02 10:57:30,OTHER
248572,8606,5186364,5186364,جواز کسب مجموعه با تایید حقوقی بر اساس نامه های پیوست شده که در دست اقدام می باشد مورد تایید است.,2023-12-02 10:56:22,2023-12-02 10:56:22,OTHER
248571,11470,5186364,5186364,جواز کسب مجموعه با تایید حقوقی بر اساس نامه های پیوست شده که در دست اقدام می باشد مورد تایید است.,2023-12-02 10:56:05,2023-12-02 10:56:05,OTHER
248570,280351,5383847,5383847,مدیریت درخواست داشتند واریزی به عنوان علی الحساب داشته باشند,2023-12-01 13:03:10,2023-12-01 13:03:10,
248569,343037,9262827,9262827,علی الحساب به درخواست مدیریت بسته شد,2023-11-30 11:07:03,2023-11-30 11:07:03,
248568,342053,9262827,9262827,علی الحساب به درخواست مدیریت بسته شد,2023-11-30 11:06:58,2023-11-30 11:06:58,
248567,337030,4261729,4261729,واریزی علی الحساب بسته شود,2023-11-29 22:52:28,2023-11-29 22:52:28,
248566,333233,3814838,3814838,تغییر شماره حساب طبق نامه انجام شد,2023-11-29 20:54:20,2023-11-29 20:54:20,
248565,330737,3814838,3814838,تغییر شماره حساب طبق نامه انجام شد,2023-11-29 20:35:56,2023-11-29 20:35:56,
248564,332058,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-11-29 17:35:50,2023-11-29 17:35:50,
248563,328558,5383847,5383847,مدیریت درخواست داشتند تا زمانی که مشکل حسابشون برطرف بشه واریزی نداشته باشند,2023-11-29 17:17:38,2023-11-29 17:17:38,
248562,231208,4261729,4261729,واریزی بسته شود تا  زمان تغییر حساب,2023-11-28 21:37:18,2023-11-28 21:37:18,
248561,52901,6328940,6328940,شماره حساب طبق نامه انجام شد,2023-11-28 16:23:11,2023-11-28 16:23:11,
248560,316628,6328940,6328940,تغییر نام طبق نامه مورد تایید است,2023-11-28 16:17:06,2023-11-28 16:17:06,
248559,250945,6328940,6328940,تغییر آدرس طبق نامه انجام شد,2023-11-28 16:08:12,2023-11-28 16:08:12,
248558,302798,6328940,6328940,تغییر حساب مورد تایید است,2023-11-28 15:59:03,2023-11-28 15:59:03,
248557,271487,6328940,6328940,تغییر نام طبق نامه مورد تایید است,2023-11-28 15:46:01,2023-11-28 15:46:01,
248556,297578,741832,741832,نهایی آبان ماه برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-11-28 15:05:37,2023-11-28 15:05:37,
248555,347811,741832,741832,نهایی آبان ماه برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-11-28 15:04:27,2023-11-28 15:04:27,
248554,38720,741832,741832,نهایی آبان ماه برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-11-28 15:03:22,2023-11-28 15:03:22,
248553,226399,741832,741832,نهایی آبان ماه برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-11-28 15:02:27,2023-11-28 15:02:27,
248552,340716,741832,741832,نهایی آبان ماه برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-11-28 14:59:30,2023-11-28 14:59:30,
248551,344105,741832,741832,نهایی آبان ماه برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-11-28 14:45:42,2023-11-28 14:45:42,
248550,344129,741832,741832,نهایی آبان ماه برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-11-28 14:43:55,2023-11-28 14:43:55,
248549,346322,741832,741832,نهایی آبان ماه برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-11-28 14:41:35,2023-11-28 14:41:35,
248548,347207,741832,741832,نهایی آبان ماه برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-11-28 14:38:46,2023-11-28 14:38:46,
248547,333118,741832,741832,با هماهنگی مرضیه جان راد واریزی علی الحساب لغو شد,2023-11-28 12:55:48,2023-11-28 12:55:48,
248546,295157,741832,741832,مشکل حساب برطرف شده واریزی باز شد,2023-11-28 12:33:38,2023-11-28 12:33:38,
248545,324698,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-11-28 09:44:56,2023-11-28 09:44:56,
248544,337640,4261729,4261729,واریزی علی الحساب بسته شود,2023-11-27 22:33:20,2023-11-27 22:33:20,
248543,337990,9262827,9262827,"تغییر نام به ون برگر مورد تایید است
طبق نامه",2023-11-27 22:06:55,2023-11-27 22:06:55,
248542,278356,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-11-27 14:39:18,2023-11-27 14:39:18,
248541,344499,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-11-27 13:16:02,2023-11-27 13:16:02,
248540,320268,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-11-27 12:43:06,2023-11-27 12:43:06,
248539,337770,6328940,6328940,تغییر نام طبق نامه انجام شد,2023-11-27 12:32:32,2023-11-27 12:32:32,
248538,344357,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-11-27 12:08:14,2023-11-27 12:08:14,
248537,334424,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-11-27 11:46:36,2023-11-27 11:46:36,
248536,111696,6328940,6328940,تغییر حساب طبق نامه انجام شد,2023-11-27 11:05:12,2023-11-27 11:05:12,
